manufacture,bssid,ip,idle_time,site_id,rx_rate,ap_mac,psk_id,dual_band,vlan_id,num_locating_aps,uptime,ssid,rx_pkts,proto,tx_retries,hostname,tx_bps,key_mgmt,channel,rssi,username,family,map_id,airwatch,rx_retries,band,mac,snr,is_guest,tx_bytes,annotation,tx_rate,rx_bps,_id,tx_pkts,rx_bytes,_ttl,ap_id,y,x,model,wlan_id,os,last_seen
Apple,5c5b352d5973,10.121.74.23,49,f08da775-86cd-4757-b204-2d8c66f9cf51,18.0,5c5b358e1955,,True,1,1,10715,REMO,2122,n,45,iPhone,0,WPA2-EAP-FT/CCMP,64,-60,CODEN0319INV01,iPhone,dbfe302f-9361-4423-9df7-10e59db5eece,,18,5,848e0c615194,32,False,393123,unknown,72.2,0,848e0c615194,943,492008,287,00000000-0000-0000-1000-5c5b358e1955,207.25473133049317,476.7895014400605,5s Americas,e84252b0-0b7f-468e-bbc1-b06636aa1b8f,12.0.1,1542757048
OnePlus Technology (Shenzhen) Co.,5c5b352d4fb2,192.168.100.184,10,f08da775-86cd-4757-b204-2d8c66f9cf51,18.0,5c5b358e1851,,False,100,1,440873,DATA_TRANSFER_NETWORK,97757,ac,219,OnePlus_6T,0,WPA2-PSK/CCMP,149,-44,,,dbfe302f-9361-4423-9df7-10e59db5eece,,1092,5,64a2f9dc6935,48,False,174614900,unknown,360.0,0,64a2f9dc6935,85882,15585405,282,00000000-0000-0000-1000-5c5b358e1851,354.99388909166163,557.5852265491777,,b29415a8-7155-4027-9355-f01d07482012,Linux,1542757050
LG Electronics (Mobile Communications),5c5b352d4fb2,192.168.101.52,8,f08da775-86cd-4757-b204-2d8c66f9cf51,18.0,5c5b358e1851,,False,100,1,25578,DATA_TRANSFER_NETWORK,144958,n,2104,android-e756a9abb2893bfa,0,WPA2-PSK/CCMP,149,-62,,,dbfe302f-9361-4423-9df7-10e59db5eece,,9324,5,b81daad0d61c,30,False,263552014,unknown,150.0,0,b81daad0d61c,209411,23452103,282,00000000-0000-0000-1000-5c5b358e1851,276.307785106315,529.7837988753612,,b29415a8-7155-4027-9355-f01d07482012,Nougat,1542757050
Apple,5c5b352d4fb2,192.168.103.216,50,f08da775-86cd-4757-b204-2d8c66f9cf51,18.0,5c5b358e1851,,False,100,1,569768,DATA_TRANSFER_NETWORK,109992,ac,2207,iPhone,0,WPA2-PSK/CCMP,149,-48,,iPhone,dbfe302f-9361-4423-9df7-10e59db5eece,,134,5,d81c79edf97a,44,False,71117011,unknown,324.0,0,d81c79edf97a,64964,22465802,282,00000000-0000-0000-1000-5c5b358e1851,347.970186874343,591.9754889275238,,b29415a8-7155-4027-9355-f01d07482012,12.0,1542757050
TCT mobile ltd,5c5b352d4fa1,192.168.101.83,1,f08da775-86cd-4757-b204-2d8c66f9cf51,18.0,5c5b358e1851,,False,100,1,7351,DATA_TRANSFER_NETWORK,109866,n,20677,,0,WPA2-PSK/CCMP,6,-47,,,dbfe302f-9361-4423-9df7-10e59db5eece,,357,24,e0e62eeebaaf,41,False,295035362,unknown,72.2,1363,e0e62eeebaaf,204578,13158341,282,00000000-0000-0000-1000-5c5b358e1851,369.50388124762907,568.8030394631031,,b29415a8-7155-4027-9355-f01d07482012,Linux,1542757050
Apple,5c5b352d4fb2,192.168.101.88,1,f08da775-86cd-4757-b204-2d8c66f9cf51,18.0,5c5b358e1851,,False,100,1,1907,DATA_TRANSFER_NETWORK,86810,ac,42581,iPhone,887,WPA2-PSK/CCMP,149,-57,,,dbfe302f-9361-4423-9df7-10e59db5eece,,2390,5,d81c79c650e6,35,False,297001726,unknown,324.0,2158,d81c79c650e6,106831,12612550,282,00000000-0000-0000-1000-5c5b358e1851,308.4530881053755,582.7338194795092,,b29415a8-7155-4027-9355-f01d07482012,,1542757050
Apple,5c5b352d5973,10.121.74.57,69,f08da775-86cd-4757-b204-2d8c66f9cf51,18.0,5c5b358e1955,,True,1,1,12439,REMO,1088,n,14,CODEN0319IPM106,0,WPA2-EAP-FT/CCMP,64,-42,CODEN0319IPM106,iPad,dbfe302f-9361-4423-9df7-10e59db5eece,,22,5,18ee69462cda,50,False,205464,unknown,130.0,0,18ee69462cda,509,227158,280,00000000-0000-0000-1000-5c5b358e1955,224.49280996727697,410.9557319259792,Mini 2 + LTE,e84252b0-0b7f-468e-bbc1-b06636aa1b8f,12.1,1542757048
Apple,5c5b352d5973,10.121.74.25,68,f08da775-86cd-4757-b204-2d8c66f9cf51,18.0,5c5b358e1955,,True,1,1,12439,REMO,1167,n,27,CODEN0319IPM105,0,WPA2-EAP-FT/CCMP,64,-47,CODEN0319IPM105,iPad,dbfe302f-9361-4423-9df7-10e59db5eece,,16,5,24a2e144cb89,45,False,497438,unknown,130.0,0,24a2e144cb89,692,242902,280,00000000-0000-0000-1000-5c5b358e1955,222.58410642506465,436.4030990884494,Mini 2 + LTE,e84252b0-0b7f-468e-bbc1-b06636aa1b8f,12.0.1,1542757048
Apple,5c5b352d4cb2,192.168.101.86,64,f08da775-86cd-4757-b204-2d8c66f9cf51,18.0,5c5b358e1801,,False,100,1,5535,DATA_TRANSFER_NETWORK,30254,ac,4661,Darins-IPhone,0,WPA2-PSK/CCMP,36,-61,,iPhone,dbfe302f-9361-4423-9df7-10e59db5eece,,890,5,6470331ac02b,31,False,55662024,unknown,360.0,0,6470331ac02b,33934,7022517,276,00000000-0000-0000-1000-5c5b358e1801,100.27556775095297,537.0401566951069,8+,b29415a8-7155-4027-9355-f01d07482012,12.1,1542757017
Apple,5c5b352d5bb3,10.121.74.58,27,f08da775-86cd-4757-b204-2d8c66f9cf51,18.0,5c5b358e1991,,True,1,1,22881,REMO,2603,n,152,CODEN0319IPM103,0,WPA2-EAP-FT/CCMP,161,-59,CODEN0319IPM103,iPad,dbfe302f-9361-4423-9df7-10e59db5eece,,29,5,18ee6944d099,33,False,497107,unknown,130.0,0,18ee6944d099,1400,536480,266,00000000-0000-0000-1000-5c5b358e1991,160.14272956063556,541.3325554852288,Mini 2 + LTE,e84252b0-0b7f-468e-bbc1-b06636aa1b8f,12.1,1542757034
TCT mobile ltd,5c5b352d4cb2,192.168.100.237,2,f08da775-86cd-4757-b204-2d8c66f9cf51,18.0,5c5b358e1801,,False,100,1,442392,DATA_TRANSFER_NETWORK,544989,ac,4789,,0,WPA2-PSK/CCMP,36,-37,,,dbfe302f-9361-4423-9df7-10e59db5eece,,10774,5,e0e62eea7b50,55,False,988865493,unknown,200.0,135,e0e62eea7b50,718196,63304207,264,00000000-0000-0000-1000-5c5b358e1801,141.6502656465417,479.83624358274085,,b29415a8-7155-4027-9355-f01d07482012,Linux,1542757017
Apple,5c5b352d4cb2,192.168.101.78,9,f08da775-86cd-4757-b204-2d8c66f9cf51,18.0,5c5b358e1801,,False,100,1,16150,DATA_TRANSFER_NETWORK,236871,ac,2426,TMobilesiPhone,0,WPA2-PSK/CCMP,36,-51,,iPhone,dbfe302f-9361-4423-9df7-10e59db5eece,,308,5,c0a600dde556,41,False,1362759094,unknown,400.0,0,c0a600dde556,530706,128145848,251,00000000-0000-0000-1000-5c5b358e1801,139.5225508847056,489.360400292117,XS Max,b29415a8-7155-4027-9355-f01d07482012,12.0.1,1542757017
Samsung Electronics Co.,5c5b352d4cb2,192.168.100.197,1,f08da775-86cd-4757-b204-2d8c66f9cf51,6.5,5c5b358e1801,,False,100,1,48762,DATA_TRANSFER_NETWORK,144316,ac,99999,Galaxy-A6,0,WPA2-PSK/CCMP,36,-51,,,dbfe302f-9361-4423-9df7-10e59db5eece,,8655,5,c493d9c94c74,41,False,749844839,unknown,180.0,135,c493d9c94c74,282929,24275526,250,00000000-0000-0000-1000-5c5b358e1801,158.64784990208219,469.3276958879442,,b29415a8-7155-4027-9355-f01d07482012,Linux,1542757017
LG Electronics (Mobile Communications),5c5b352b7bb1,192.168.100.196,8,28876abf-a7eb-499b-ab62-9af6e5a3e437,18.0,5c5b352f5cde,,False,100,1,178975,PRODUCT_DEMO_NETWORK,135017,ac,6119,android-8b661512e22da0c8,0,WPA2-PSK/CCMP,64,-46,,,4269b61d-068e-4287-9d4b-c6b27b71760c,,6844,5,48605f3040bc,46,False,131049477,unknown,144.4,0,48605f3040bc,87958,25516835,298,00000000-0000-0000-1000-5c5b352f5cde,736.1771399872138,967.6173713849504,,84281ac7-4321-4db9-a893-bb520b976717,Linux,1542757051
Samsung Electronics Co.,5c5b352b7bb1,192.168.103.123,3,28876abf-a7eb-499b-ab62-9af6e5a3e437,6.5,5c5b352f5cde,,False,100,1,45215,PRODUCT_DEMO_NETWORK,522542,ac,131477,Galaxy-A6,0,WPA2-PSK/CCMP,64,-50,,,4269b61d-068e-4287-9d4b-c6b27b71760c,,26266,5,c493d9c94e58,42,False,881095483,unknown,65.0,0,c493d9c94e58,414900,73453529,298,00000000-0000-0000-1000-5c5b352f5cde,717.7758356387661,1047.1354870836087,,84281ac7-4321-4db9-a893-bb520b976717,Linux,1542757051
Apple,5c5b352b7bb1,192.168.102.25,4,28876abf-a7eb-499b-ab62-9af6e5a3e437,156.0,5c5b352f5cde,,False,100,1,1001661,PRODUCT_DEMO_NETWORK,750139,ac,10518,iPad,0,WPA2-PSK/CCMP,64,-47,,iPad,4269b61d-068e-4287-9d4b-c6b27b71760c,,1173,5,f45c8964c5a7,45,False,724176131,unknown,156.0,0,f45c8964c5a7,678360,213824170,297,00000000-0000-0000-1000-5c5b352f5cde,692.5932475527429,974.9033421947407,,84281ac7-4321-4db9-a893-bb520b976717,10.3,1542757051
Apple,5c5b352b71f2,10.120.140.53,83,28876abf-a7eb-499b-ab62-9af6e5a3e437,18.0,5c5b352f5bda,,False,1,1,12184,REMO,1676,ac,5,WAKEN8523IPM109,0,WPA2-EAP-FT/CCMP,149,-51,WAKEN8523IPM109,iPad,4269b61d-068e-4287-9d4b-c6b27b71760c,,153,5,9c84bf48faf5,41,False,1626948,unknown,156.0,0,9c84bf48faf5,1255,334886,297,00000000-0000-0000-1000-5c5b352f5bda,387.804198871051,1590.65393714656,Mini 4 + Cellular,e84252b0-0b7f-468e-bbc1-b06636aa1b8f,11.4.1,1542757012
Murata Manufacturing Co.,5c5b352b7bb1,192.168.102.47,24,28876abf-a7eb-499b-ab62-9af6e5a3e437,240.5,5c5b352f5cde,,False,100,1,45228,PRODUCT_DEMO_NETWORK,351449,ac,35500,Galaxy-S9,0,WPA2-PSK/CCMP,64,-46,,,4269b61d-068e-4287-9d4b-c6b27b71760c,,9323,5,a0c9a0c5d576,46,False,684077221,unknown,173.2,0,a0c9a0c5d576,348984,57832664,296,00000000-0000-0000-1000-5c5b352f5cde,682.9249372686,994.5077930865485,,84281ac7-4321-4db9-a893-bb520b976717,Linux,1542757051
Murata Manufacturing Co.,5c5b352b7bb1,192.168.102.42,6,28876abf-a7eb-499b-ab62-9af6e5a3e437,195.0,5c5b352f5cde,,False,100,1,45225,PRODUCT_DEMO_NETWORK,390047,ac,28037,Galaxy-Note9,0,WPA2-PSK/CCMP,64,-45,,,4269b61d-068e-4287-9d4b-c6b27b71760c,,7103,5,449160e56cb0,47,False,712674316,unknown,115.5,0,449160e56cb0,378307,71530888,292,00000000-0000-0000-1000-5c5b352f5cde,730.4857724061231,1020.2314541570858,,84281ac7-4321-4db9-a893-bb520b976717,Linux,1542757051
Apple,5c5b352b7401,192.168.100.253,0,28876abf-a7eb-499b-ab62-9af6e5a3e437,400.0,5c5b352f5c11,,False,100,1,13055,DATA_TRANSFER_NETWORK,52487,ac,6250,Jose,3760128,WPA2-PSK/CCMP,161,-58,,iPhone,4269b61d-068e-4287-9d4b-c6b27b71760c,,1030,5,38539c9d910c,32,False,123527959,unknown,360.0,144679,38539c9d910c,73491,27202045,291,00000000-0000-0000-1000-5c5b352f5c11,386.27557793073714,1123.156482551567,XS,b29415a8-7155-4027-9355-f01d07482012,12.1,1542757023
Apple,5c5b352b7432,10.120.140.26,50,28876abf-a7eb-499b-ab62-9af6e5a3e437,18.0,5c5b352f5c16,,False,1,1,11792,REMO,69327,ac,3383,WAKEN8523IPM105,0,WPA2-EAP-FT/CCMP,36,-52,WAKEN8523IPM105,iPad,4269b61d-068e-4287-9d4b-c6b27b71760c,,730,5,9c84bf3cd2c3,40,False,82193624,unknown,144.4,0,9c84bf3cd2c3,64779,20804335,291,00000000-0000-0000-1000-5c5b352f5c16,247.2285931843543,1326.8325480650274,Mini 4 + Cellular,e84252b0-0b7f-468e-bbc1-b06636aa1b8f,12.0.1,1542757055
Murata Manufacturing Co.,5c5b352b7bb1,192.168.102.31,5,28876abf-a7eb-499b-ab62-9af6e5a3e437,240.5,5c5b352f5cde,,False,100,1,45235,PRODUCT_DEMO_NETWORK,374011,ac,35041,Galaxy-S9,0,WPA2-PSK/CCMP,64,-49,,,4269b61d-068e-4287-9d4b-c6b27b71760c,,13686,5,a0c9a0eff920,43,False,716808248,unknown,195.0,0,a0c9a0eff920,370296,66239295,290,00000000-0000-0000-1000-5c5b352f5cde,752.577326334205,978.6673281739683,,84281ac7-4321-4db9-a893-bb520b976717,Linux,1542757051
Motorola Mobility LLC,5c5b352b7bb1,192.168.102.36,20,28876abf-a7eb-499b-ab62-9af6e5a3e437,18.0,5c5b352f5cde,,False,100,1,1001666,PRODUCT_DEMO_NETWORK,163334,n,4444,,0,WPA2-PSK/CCMP,64,-54,,,4269b61d-068e-4287-9d4b-c6b27b71760c,,2070,5,0ccb85cf200d,38,False,82288739,unknown,72.2,0,0ccb85cf200d,97289,23558335,288,00000000-0000-0000-1000-5c5b352f5cde,735.9646655508864,920.9202595676604,,84281ac7-4321-4db9-a893-bb520b976717,Linux,1542757051
Apple,5c5b352b7432,10.120.140.45,13,28876abf-a7eb-499b-ab62-9af6e5a3e437,18.0,5c5b352f5c16,,False,1,1,8620,REMO,26741,ac,2783,WAKEN8523IPM102,0,WPA2-EAP-FT/CCMP,36,-59,WAKEN8523IPM102,iPad,4269b61d-068e-4287-9d4b-c6b27b71760c,,344,5,9c84bf496698,33,False,45306164,unknown,156.0,0,9c84bf496698,27049,6653853,287,00000000-0000-0000-1000-5c5b352f5c16,296.2150862402595,1208.1479718825192,Mini 4 + Cellular,e84252b0-0b7f-468e-bbc1-b06636aa1b8f,12.1,1542757055
Apple,5c5b352b7432,10.120.140.43,0,28876abf-a7eb-499b-ab62-9af6e5a3e437,18.0,5c5b352f5c16,,False,1,1,44469,REMO,75097,ac,6055,WAKEN8523IPM108,44306,WPA2-EAP-FT/CCMP,36,-54,WAKEN8523IPM108,iPad,4269b61d-068e-4287-9d4b-c6b27b71760c,,977,5,9c84bf4960da,38,False,155216130,unknown,173.3,52042,9c84bf4960da,85932,18585991,287,00000000-0000-0000-1000-5c5b352f5c16,261.9450763668876,1255.8482416942727,Mini 4 + Cellular,e84252b0-0b7f-468e-bbc1-b06636aa1b8f,12.1,1542757055
LG Electronics (Mobile Communications),5c5b352b7431,192.168.102.46,4,28876abf-a7eb-499b-ab62-9af6e5a3e437,18.0,5c5b352f5c16,,False,100,1,874567,PRODUCT_DEMO_NETWORK,500191,n,39483,android-5022294950d1e571,0,WPA2-PSK/CCMP,36,-68,,,4269b61d-068e-4287-9d4b-c6b27b71760c,,6463,5,48605f285e66,24,False,266322399,unknown,65.0,0,48605f285e66,378648,94024149,287,00000000-0000-0000-1000-5c5b352f5c16,322.34094293107717,1437.1410765187607,,84281ac7-4321-4db9-a893-bb520b976717,Nougat,1542757055
Murata Manufacturing Co.,5c5b352b7431,192.168.102.34,1,28876abf-a7eb-499b-ab62-9af6e5a3e437,216.6,5c5b352f5c16,,False,100,1,12964,PRODUCT_DEMO_NETWORK,181047,ac,12957,Galaxy-Note9,0,WPA2-PSK/CCMP,36,-52,,,4269b61d-068e-4287-9d4b-c6b27b71760c,,5467,5,449160c768d3,40,False,337593326,unknown,173.2,999,449160c768d3,173704,32378185,287,00000000-0000-0000-1000-5c5b352f5c16,263.80466978162485,1274.714524777654,,84281ac7-4321-4db9-a893-bb520b976717,Linux,1542757055
Apple,5c5b352b7431,192.168.100.164,5,28876abf-a7eb-499b-ab62-9af6e5a3e437,18.0,5c5b352f5c16,,False,100,1,264693,PRODUCT_DEMO_NETWORK,205150,ac,30897,iPad,0,WPA2-PSK/CCMP,36,-51,,iPad,4269b61d-068e-4287-9d4b-c6b27b71760c,,949,5,4c569d24e611,41,False,943432126,unknown,173.2,0,4c569d24e611,407969,35497247,287,00000000-0000-0000-1000-5c5b352f5c16,241.78738812813302,1290.40724895355,,84281ac7-4321-4db9-a893-bb520b976717,12.1,1542757055
Murata Manufacturing Co.,5c5b352b7431,192.168.103.116,0,28876abf-a7eb-499b-ab62-9af6e5a3e437,216.5,5c5b352f5c16,,False,100,1,45238,PRODUCT_DEMO_NETWORK,354433,ac,49073,Galaxy-S9,1127,WPA2-PSK/CCMP,36,-51,,,4269b61d-068e-4287-9d4b-c6b27b71760c,,39054,5,a0c9a0c50786,41,False,663389902,unknown,216.6,1703,a0c9a0c50786,356280,63095252,287,00000000-0000-0000-1000-5c5b352f5c16,321.73131009944154,1352.50444361085,,84281ac7-4321-4db9-a893-bb520b976717,Linux,1542757055
Samsung Electronics Co.,5c5b352b7431,192.168.103.30,1,28876abf-a7eb-499b-ab62-9af6e5a3e437,6.0,5c5b352f5c16,,False,100,1,12967,PRODUCT_DEMO_NETWORK,145477,ac,5533,Galaxy-Tab-S4,1127,WPA2-PSK/CCMP,36,-46,,,4269b61d-068e-4287-9d4b-c6b27b71760c,,2734,5,68e7c2fb8619,46,False,446341766,unknown,173.3,2007,68e7c2fb8619,231613,38971594,287,00000000-0000-0000-1000-5c5b352f5c16,270.5162576170852,1287.0484916470862,,84281ac7-4321-4db9-a893-bb520b976717,Linux,1542757055
Apple,5c5b352b7432,10.120.140.51,0,28876abf-a7eb-499b-ab62-9af6e5a3e437,18.0,5c5b352f5c16,,False,1,1,44471,REMO,109319,ac,9594,WAKEN8523IPM110,913,WPA2-EAP-FT/CCMP,36,-42,WAKEN8523IPM110,iPad,4269b61d-068e-4287-9d4b-c6b27b71760c,,1165,5,9c84bf45cd4f,50,False,196006785,unknown,173.3,1902,9c84bf45cd4f,123802,29773310,287,00000000-0000-0000-1000-5c5b352f5c16,289.7594537383866,1284.1269011632096,Mini 4 + Cellular,e84252b0-0b7f-468e-bbc1-b06636aa1b8f,12.0.1,1542757055
Apple,5c5b352b7432,10.120.140.34,3,28876abf-a7eb-499b-ab62-9af6e5a3e437,18.0,5c5b352f5c16,,False,1,1,19301,REMO,163607,ac,14441,WAKEN8523IPM107,0,WPA2-EAP-FT/CCMP,36,-43,WAKEN8523IPM107,iPad,4269b61d-068e-4287-9d4b-c6b27b71760c,,1378,5,9c84bf4a9340,49,False,416334532,unknown,173.3,0,9c84bf4a9340,236960,49973630,287,00000000-0000-0000-1000-5c5b352f5c16,324.51001487410656,1316.7508638081658,Mini 4 + Cellular,e84252b0-0b7f-468e-bbc1-b06636aa1b8f,11.4.1,1542757055
Samsung Electronics Co.,5c5b352b7421,192.168.102.32,10,28876abf-a7eb-499b-ab62-9af6e5a3e437,26.0,5c5b352f5c16,,False,100,1,4333,PRODUCT_DEMO_NETWORK,41005,n,36563,Galaxy-J3-Star,0,WPA2-PSK/CCMP,1,-39,,,4269b61d-068e-4287-9d4b-c6b27b71760c,,4579,24,48c7964662a1,50,False,72606535,unknown,65.0,0,48c7964662a1,51529,5834006,287,00000000-0000-0000-1000-5c5b352f5c16,290.97002215045575,1299.8644244888578,,84281ac7-4321-4db9-a893-bb520b976717,Linux,1542757055
Motorola Mobility LLC,5c5b352b7431,192.168.100.221,19,28876abf-a7eb-499b-ab62-9af6e5a3e437,18.0,5c5b352f5c16,,False,100,1,87460,PRODUCT_DEMO_NETWORK,27184,n,4323,,0,WPA2-PSK/CCMP,36,-67,,,4269b61d-068e-4287-9d4b-c6b27b71760c,,904,5,304b0748e672,25,False,34535246,unknown,65.0,0,304b0748e672,31964,3733997,287,00000000-0000-0000-1000-5c5b352f5c16,542.8161322918271,1263.7975721629023,,84281ac7-4321-4db9-a893-bb520b976717,Linux,1542757055
OnePlus Technology (Shenzhen) Co.,5c5b352b7431,192.168.102.118,0,28876abf-a7eb-499b-ab62-9af6e5a3e437,18.0,5c5b352f5c16,,False,100,1,793179,PRODUCT_DEMO_NETWORK,368716,ac,1248,OnePlus_6T,835,WPA2-PSK/CCMP,36,-42,,,4269b61d-068e-4287-9d4b-c6b27b71760c,,3706,5,64a2f9dc8ab3,50,False,240698636,unknown,173.3,1723,64a2f9dc8ab3,183936,56992895,287,00000000-0000-0000-1000-5c5b352f5c16,274.7090293339463,1322.0995393286478,,84281ac7-4321-4db9-a893-bb520b976717,Linux,1542757055
Apple,5c5b352b7421,192.168.100.127,29,28876abf-a7eb-499b-ab62-9af6e5a3e437,18.0,5c5b352f5c16,,False,100,1,22198,PRODUCT_DEMO_NETWORK,3764,n,338,Apple-Watch,0,WPA2-PSK/CCMP,1,-43,,Apple Watch,4269b61d-068e-4287-9d4b-c6b27b71760c,,511,24,68fef71b3a5d,46,False,421761,unknown,72.2,0,68fef71b3a5d,1412,346225,287,00000000-0000-0000-1000-5c5b352f5c16,321.7078012633213,1323.1503366103486,,84281ac7-4321-4db9-a893-bb520b976717,5.0,1542757055
Apple,5c5b352b71f2,10.120.140.56,86,28876abf-a7eb-499b-ab62-9af6e5a3e437,18.0,5c5b352f5bda,,False,1,1,12184,REMO,1998,ac,12,WAKEN8523IPM111,0,WPA2-EAP-FT/CCMP,149,-47,WAKEN8523IPM111,iPad,4269b61d-068e-4287-9d4b-c6b27b71760c,,139,5,9c84bf4a123d,45,False,853848,unknown,173.3,0,9c84bf4a123d,1573,634418,287,00000000-0000-0000-1000-5c5b352f5bda,395.012714308769,1531.4118844735026,Mini 4 + Cellular,e84252b0-0b7f-468e-bbc1-b06636aa1b8f,12.1,1542757012
Murata Manufacturing Co.,5c5b352b7bb1,192.168.102.57,1,28876abf-a7eb-499b-ab62-9af6e5a3e437,216.5,5c5b352f5cde,,False,100,1,45230,PRODUCT_DEMO_NETWORK,449323,ac,33420,Galaxy-Note8,1074,WPA2-PSK/CCMP,64,-49,,,4269b61d-068e-4287-9d4b-c6b27b71760c,,11880,5,dcefcae04119,43,False,849652839,unknown,156.0,1701,dcefcae04119,437190,82253577,286,00000000-0000-0000-1000-5c5b352f5cde,709.626945321238,1036.67643965383,,84281ac7-4321-4db9-a893-bb520b976717,Nougat,1542757051
Samsung Electronics Co.,5c5b352b7bb1,192.168.102.30,20,28876abf-a7eb-499b-ab62-9af6e5a3e437,18.0,5c5b352f5cde,,False,100,1,45188,PRODUCT_DEMO_NETWORK,41064,n,9916,Galaxy-Tab-A-8,0,WPA2-PSK/CCMP,64,-47,,,4269b61d-068e-4287-9d4b-c6b27b71760c,,3086,5,108ee06f1464,45,False,73852040,unknown,65.0,0,108ee06f1464,53613,5851104,284,00000000-0000-0000-1000-5c5b352f5cde,695.5658533363378,970.8730799294829,,84281ac7-4321-4db9-a893-bb520b976717,Linux,1542757051
LG Electronics (Mobile Communications),5c5b352b7bb1,192.168.102.43,1,28876abf-a7eb-499b-ab62-9af6e5a3e437,18.0,5c5b352f5cde,,False,100,1,707861,PRODUCT_DEMO_NETWORK,362276,ac,5245,android-72b6a7cc0b1ec98f,0,WPA2-PSK/CCMP,64,-76,,,4269b61d-068e-4287-9d4b-c6b27b71760c,,3636,5,08d46ab51e7c,16,False,128021058,unknown,86.6,870,08d46ab51e7c,235954,68918668,284,00000000-0000-0000-1000-5c5b352f5cde,873.2912075430139,907.4170670421813,,84281ac7-4321-4db9-a893-bb520b976717,Linux,1542757051
LG Electronics (Mobile Communications),5c5b352b7bb1,192.168.102.41,0,28876abf-a7eb-499b-ab62-9af6e5a3e437,18.0,5c5b352f5cde,,False,100,1,523195,PRODUCT_DEMO_NETWORK,499186,ac,24514,android-c780b4503568ec00,0,WPA2-PSK/CCMP,64,-44,,,4269b61d-068e-4287-9d4b-c6b27b71760c,,16663,5,3830f9098fd9,48,False,875832333,unknown,156.0,1741,3830f9098fd9,440415,75086766,284,00000000-0000-0000-1000-5c5b352f5cde,743.8338291199584,1001.5973121224231,,84281ac7-4321-4db9-a893-bb520b976717,Linux,1542757051
LG Electronics (Mobile Communications),5c5b352b7bb1,192.168.102.44,1,28876abf-a7eb-499b-ab62-9af6e5a3e437,18.0,5c5b352f5cde,,False,100,1,362934,PRODUCT_DEMO_NETWORK,396591,ac,61678,android-ba854fa0d06edec3,0,WPA2-PSK/CCMP,64,-74,,,4269b61d-068e-4287-9d4b-c6b27b71760c,,17016,5,08d46ad2d474,18,False,527805929,unknown,86.6,870,08d46ad2d474,420420,66423920,283,00000000-0000-0000-1000-5c5b352f5cde,478.3967769223422,1047.141381708576,,84281ac7-4321-4db9-a893-bb520b976717,Linux,1542757051
AzureWave Technology Inc.,5c5b352b7bb1,192.168.101.6,0,28876abf-a7eb-499b-ab62-9af6e5a3e437,65.0,5c5b352f5cde,,False,100,1,4917,PRODUCT_DEMO_NETWORK,67373,ac,13029,jbllink,5831,WPA2-PSK/CCMP,64,-47,,,4269b61d-068e-4287-9d4b-c6b27b71760c,,1,5,409f38a3b5db,45,False,100922390,unknown,78.0,18775,409f38a3b5db,74793,24337986,283,00000000-0000-0000-1000-5c5b352f5cde,755.859239166093,983.2640103111002,,84281ac7-4321-4db9-a893-bb520b976717,,1542757051
Apple,5c5b352b71f2,10.120.140.37,80,28876abf-a7eb-499b-ab62-9af6e5a3e437,18.0,5c5b352f5bda,,False,1,1,8597,REMO,1037,ac,110,WAKEN8523IPM103,0,WPA2-EAP-FT/CCMP,149,-43,WAKEN8523IPM103,iPad,4269b61d-068e-4287-9d4b-c6b27b71760c,,100,5,9c84bf40b687,49,False,518130,unknown,144.4,0,9c84bf40b687,597,240112,279,00000000-0000-0000-1000-5c5b352f5bda,399.889160705607,1551.3346451135537,Mini 4 + Cellular,e84252b0-0b7f-468e-bbc1-b06636aa1b8f,11.4.1,1542757012
Apple,5c5b352b71f2,10.120.140.42,25,28876abf-a7eb-499b-ab62-9af6e5a3e437,18.0,5c5b352f5bda,,False,1,1,40864,REMO,3779,ac,10,WAKEN8523IPM106,0,WPA2-EAP-FT/CCMP,149,-48,WAKEN8523IPM106,iPad,4269b61d-068e-4287-9d4b-c6b27b71760c,,471,5,9c84bf48c126,44,False,1213227,unknown,156.0,0,9c84bf48c126,2234,691161,267,00000000-0000-0000-1000-5c5b352f5bda,425.55228397772834,1596.027584441904,Mini 4 + Cellular,e84252b0-0b7f-468e-bbc1-b06636aa1b8f,12.1,1542757012
Apple,5c5b352b71f1,192.168.102.26,36,28876abf-a7eb-499b-ab62-9af6e5a3e437,173.3,5c5b352f5bda,,False,100,1,263175,PRODUCT_DEMO_NETWORK,83152,ac,2283,iPad-2,0,WPA2-PSK/CCMP,149,-66,,iPad,4269b61d-068e-4287-9d4b-c6b27b71760c,,3606,5,dca4ca74dbf9,26,False,23816854,unknown,156.0,0,dca4ca74dbf9,20183,5922753,267,00000000-0000-0000-1000-5c5b352f5bda,204.74851214504173,1618.187087319611,"Pro 10.5""+Cell",84281ac7-4321-4db9-a893-bb520b976717,11.4.1,1542757012
Apple,5c5b352b7311,192.168.100.242,58,28876abf-a7eb-499b-ab62-9af6e5a3e437,18.0,5c5b352f5bf8,,False,100,1,18554,DATA_TRANSFER_NETWORK,106151,ac,14168,Egypt,0,WPA2-PSK/CCMP,52,-59,,iPhone,4269b61d-068e-4287-9d4b-c6b27b71760c,,1365,5,c0a600d2358d,33,False,192893475,unknown,270.0,0,c0a600d2358d,133046,48738078,259,00000000-0000-0000-1000-5c5b352f5bf8,563.8642304256676,1132.1712396893167,XS Max,b29415a8-7155-4027-9355-f01d07482012,12.1,1542757016
